time,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,windspeed_10m_max,district
2021-06-11,24.7,17.2,3.4,86,8.4,Almora
2021-06-12,23.9,16.6,22.6,90,9.1,Almora
2021-06-13,25.9,16.5,1.5,84,9.7,Almora
2021-06-14,22.8,16.3,2.6,88,8.3,Almora
2021-06-15,25.1,16.3,4.6,85,10.6,Almora
2021-06-16,25.8,17.1,15.0,88,5.0,Almora
2021-06-17,23.3,17.5,37.5,90,14.7,Almora
2021-06-18,21.2,17.6,39.6,92,8.4,Almora
2021-06-19,21.9,17.1,20.9,91,7.6,Almora
2021-06-20,22.3,16.9,11.2,90,9.5,Almora
2021-06-21,25.6,17.5,18.7,86,12.3,Almora
2021-06-22,26.9,17.7,0.4,82,11.9,Almora
2021-06-23,25.7,18.0,6.0,85,13.0,Almora
2021-06-24,25.7,17.0,1.0,87,13.6,Almora
2021-06-25,24.8,17.1,2.4,83,9.2,Almora
2021-06-26,24.8,17.2,5.9,83,8.2,Almora
2021-06-27,26.3,17.5,1.6,84,10.1,Almora
2021-06-28,26.2,18.1,0.3,86,14.9,Almora
2021-06-29,26.5,19.4,0.8,83,14.4,Almora
2021-06-30,27.2,19.5,0.3,69,18.7,Almora
2022-04-01,29.4,13.5,0.0,37,17.1,Almora
2022-04-02,28.4,13.4,0.0,39,17.2,Almora
2022-04-03,27.7,13.2,0.0,27,17.3,Almora
2022-04-04,28.1,13.0,0.0,27,15.2,Almora
2022-04-05,29.4,14.9,0.0,28,18.4,Almora
2022-04-06,29.3,16.3,0.0,31,18.0,Almora
2022-04-07,29.0,14.9,0.0,32,17.9,Almora
2022-04-08,28.9,14.3,0.0,35,17.8,Almora
2022-04-09,29.1,14.4,0.0,34,20.1,Almora
2022-04-10,29.2,14.7,0.0,34,18.1,Almora
2022-04-11,29.7,14.6,0.0,41,17.3,Almora
2022-04-12,29.8,16.1,0.0,42,19.5,Almora
2022-04-13,29.3,15.8,0.0,43,18.7,Almora
2022-04-14,27.2,12.9,1.8,40,18.5,Almora
2022-04-15,26.0,13.0,0.0,36,17.7,Almora
2022-04-16,27.1,12.3,0.0,35,19.8,Almora
2022-04-17,27.1,14.2,0.0,33,16.6,Almora
2022-04-18,29.5,16.6,0.0,27,13.8,Almora
2022-04-19,30.6,16.6,0.0,27,23.4,Almora
2022-04-20,29.9,16.5,0.0,27,19.9,Almora
2022-04-21,28.9,15.8,0.0,41,23.2,Almora
2022-04-22,27.0,14.4,0.2,48,16.6,Almora
2022-04-23,27.9,13.5,0.0,35,18.9,Almora
2022-04-24,27.9,15.9,0.0,26,17.8,Almora
2022-04-25,30.0,15.5,0.0,26,17.7,Almora
2022-04-26,28.2,16.5,0.0,25,18.1,Almora
2022-04-27,30.0,15.0,0.0,29,16.7,Almora
2022-04-28,30.6,16.4,0.0,32,21.3,Almora
2022-04-29,29.8,16.4,0.0,34,23.6,Almora
2022-04-30,30.5,15.5,0.0,38,23.8,Almora
2022-05-01,27.5,15.7,0.9,55,21.7,Almora
2022-05-02,25.5,14.0,1.5,67,17.1,Almora
2022-05-03,24.4,15.5,1.5,70,18.1,Almora
2022-05-04,26.5,14.9,1.2,64,17.7,Almora
2022-05-05,25.7,13.9,1.9,65,17.7,Almora
2022-05-06,25.1,13.6,0.1,62,19.8,Almora
2022-05-07,25.1,13.3,1.8,67,16.4,Almora
2022-05-08,24.3,14.0,3.2,72,16.9,Almora
2022-05-09,24.7,14.4,2.2,79,15.4,Almora
2022-05-10,24.7,14.4,7.1,78,10.1,Almora
2022-05-11,25.4,15.4,1.8,78,13.7,Almora
2022-05-12,25.7,14.7,2.1,81,15.5,Almora
2022-05-13,26.3,14.9,1.4,80,18.7,Almora
2022-05-14,27.6,15.5,0.2,66,17.9,Almora
2022-05-15,29.6,16.2,0.0,59,20.6,Almora
2022-05-16,30.1,16.7,0.1,58,18.3,Almora
2022-05-17,25.4,14.7,6.3,72,12.1,Almora
2022-05-18,26.2,15.2,0.0,59,15.0,Almora
2022-05-19,27.6,16.1,0.0,55,16.2,Almora
2022-05-20,29.2,15.7,0.2,51,26.7,Almora
2022-05-21,28.6,15.9,0.0,48,25.9,Almora
2022-05-22,23.9,15.0,10.6,66,12.5,Almora
2022-05-23,19.3,12.8,8.4,84,17.0,Almora
2022-05-24,19.2,13.2,9.5,82,13.6,Almora
2022-05-25,24.1,11.1,2.5,70,12.3,Almora
2022-05-26,25.4,12.4,0.0,66,12.6,Almora
2022-05-27,24.1,14.9,4.5,70,13.7,Almora
2022-05-28,24.9,14.7,4.6,78,17.7,Almora
2022-05-29,25.7,14.8,1.7,80,16.1,Almora
2022-05-30,26.9,14.6,0.0,69,16.9,Almora
2022-05-31,26.5,16.4,0.0,58,14.0,Almora
2022-06-01,29.5,17.2,0.0,51,19.3,Almora
2022-06-02,29.7,16.0,0.0,40,21.7,Almora
2022-06-03,30.3,16.1,0.0,33,19.0,Almora
2022-06-04,31.1,16.5,0.0,33,19.0,Almora
2022-06-05,31.7,18.5,0.0,33,23.1,Almora
2022-06-06,32.3,18.5,0.0,36,18.8,Almora
2022-06-07,32.5,19.3,0.0,43,19.4,Almora
2022-06-08,31.3,18.5,0.0,41,22.0,Almora
2022-06-09,31.7,20.4,0.0,35,19.9,Almora
2022-06-10,31.1,19.0,0.0,40,20.0,Almora
2022-06-11,31.0,17.7,0.0,44,22.5,Almora
2022-06-12,31.5,18.3,0.0,41,22.6,Almora
2022-06-13,32.4,19.6,0.0,36,21.3,Almora
2022-06-14,33.4,19.5,0.0,41,20.6,Almora
2022-06-15,32.1,19.8,0.1,50,20.3,Almora
2022-06-16,27.6,18.6,3.6,59,21.0,Almora
2022-06-17,29.0,16.6,3.9,65,16.6,Almora
2022-06-18,27.8,16.9,0.3,62,14.2,Almora
2022-06-19,27.7,18.4,0.3,59,11.4,Almora
2022-06-20,24.6,15.8,9.9,77,11.0,Almora
2022-06-21,24.8,14.6,1.6,79,10.1,Almora
2022-06-22,27.1,16.0,0.0,72,13.4,Almora
2022-06-23,28.5,17.4,0.0,67,16.2,Almora
2022-06-24,28.7,17.2,0.3,72,11.9,Almora
2022-06-25,29.1,17.9,4.4,77,13.4,Almora
2022-06-26,26.9,19.0,17.4,82,8.1,Almora
2022-06-27,26.9,19.3,3.2,83,10.9,Almora
2022-06-28,27.3,19.5,5.8,85,14.8,Almora
2022-06-29,26.3,19.3,31.0,88,10.5,Almora
2022-06-30,24.0,19.2,20.6,86,10.0,Almora
2023-04-01,14.6,8.5,8.5,85,8.9,Almora
2023-04-02,16.9,7.4,0.7,77,15.5,Almora
2023-04-03,20.1,8.2,0.0,60,17.3,Almora
2023-04-04,17.9,8.9,2.9,62,9.1,Almora
2023-04-05,20.2,7.1,0.0,50,13.4,Almora
2023-04-06,21.6,11.7,0.2,41,9.8,Almora
2023-04-07,23.6,9.6,0.0,46,10.7,Almora
2023-04-08,24.3,10.1,0.0,51,16.3,Almora
2023-04-09,23.2,10.6,2.0,60,11.5,Almora
2023-04-10,24.3,10.0,0.0,48,17.7,Almora
2023-04-11,24.5,11.3,0.0,41,14.3,Almora
2023-04-12,25.6,12.9,0.0,40,16.9,Almora
2023-04-13,26.9,13.9,0.0,36,14.9,Almora
2023-04-14,28.5,13.3,0.0,39,9.7,Almora
2023-04-15,27.5,15.1,1.4,44,13.0,Almora
2023-04-16,26.7,13.9,0.0,39,18.4,Almora
2023-04-17,28.3,16.4,0.0,32,16.9,Almora
2023-04-18,28.7,16.4,0.0,33,15.4,Almora
2023-04-19,27.6,14.8,0.1,40,17.7,Almora
2023-04-20,20.1,13.6,0.6,67,13.0,Almora
2023-04-21,22.7,11.3,0.1,62,14.6,Almora
2023-04-22,22.3,9.2,0.1,52,13.4,Almora
2023-04-23,22.9,10.3,1.3,45,12.8,Almora
2023-04-24,20.9,12.0,1.4,57,11.2,Almora
2023-04-25,21.9,9.4,0.6,61,11.5,Almora
2023-04-26,22.4,11.2,1.1,60,11.8,Almora
2023-04-27,21.4,10.9,0.3,66,11.4,Almora
2023-04-28,23.6,11.0,0.0,55,12.4,Almora
2023-04-29,24.4,13.5,5.1,63,14.3,Almora
2023-04-30,19.1,12.3,10.7,83,13.8,Almora
2023-05-01,18.4,12.1,8.5,87,11.1,Almora
2023-05-02,16.7,10.8,8.6,85,10.6,Almora
2023-05-03,18.0,9.0,4.2,83,8.4,Almora
2023-05-04,20.2,9.9,1.5,80,5.8,Almora
2023-05-05,20.5,11.4,0.9,75,16.3,Almora
2023-05-06,24.2,11.5,0.0,64,20.2,Almora
2023-05-07,24.0,12.4,0.0,51,17.3,Almora
2023-05-08,23.1,11.7,0.2,51,13.3,Almora
2023-05-09,23.6,10.9,0.0,48,16.2,Almora
2023-05-10,23.8,10.4,0.0,42,15.8,Almora
2023-05-11,24.8,12.4,0.0,42,12.2,Almora
2023-05-12,28.7,13.5,0.0,41,15.2,Almora
2023-05-13,27.7,14.3,0.0,39,17.0,Almora
2023-05-14,26.1,14.6,0.9,42,17.1,Almora
2023-05-15,27.7,15.1,0.5,40,23.5,Almora
2023-05-16,29.4,12.9,0.0,38,18.9,Almora
2023-05-17,28.7,15.0,0.0,44,19.4,Almora
2023-05-18,28.1,14.2,0.0,46,21.3,Almora
2023-05-19,27.8,13.9,0.0,43,18.0,Almora
2023-05-20,27.4,15.0,0.0,50,18.4,Almora
2023-05-21,29.1,13.9,0.0,47,17.0,Almora
2023-05-22,30.0,15.9,0.0,44,18.5,Almora
2023-05-23,28.4,16.6,0.5,52,18.2,Almora
2023-05-24,23.5,16.4,6.3,77,12.5,Almora
2023-05-25,23.6,13.4,16.7,82,15.1,Almora
2023-05-26,22.4,11.5,0.8,77,13.7,Almora
2023-05-27,23.5,12.9,1.3,69,14.5,Almora
2023-05-28,24.9,14.4,0.0,55,13.7,Almora
2023-05-29,26.0,14.0,4.6,68,13.1,Almora
2023-05-30,25.2,14.6,1.9,71,9.4,Almora
2023-05-31,22.5,13.9,5.0,76,16.8,Almora
2023-06-01,25.5,12.9,0.1,65,12.4,Almora
2023-06-02,23.8,13.0,0.1,60,14.3,Almora
2023-06-03,25.4,13.6,0.3,56,7.9,Almora
2023-06-04,29.0,14.5,0.0,51,14.4,Almora
2023-06-05,26.1,16.2,0.0,58,7.6,Almora
2023-06-06,24.9,14.8,0.9,61,7.2,Almora
2023-06-07,27.6,14.6,0.0,52,11.4,Almora
2023-06-08,28.4,15.4,0.0,48,10.3,Almora
2023-06-09,30.5,15.4,0.0,44,10.6,Almora
2023-06-10,30.6,18.3,0.2,43,14.1,Almora
2023-06-11,30.4,17.9,0.0,53,17.2,Almora
2023-06-12,31.4,18.2,0.4,57,12.3,Almora
2023-06-13,32.0,17.9,0.0,58,23.9,Almora
2023-06-14,30.4,18.3,0.0,55,23.8,Almora
2023-06-15,30.7,18.4,0.1,55,21.8,Almora
2023-06-16,29.7,17.5,0.1,57,16.4,Almora
2023-06-17,30.7,18.9,0.0,59,17.1,Almora
2023-06-18,28.8,20.9,7.7,66,12.1,Almora
2023-06-19,28.4,18.8,2.0,71,8.4,Almora
2023-06-20,28.1,19.8,0.7,73,8.9,Almora
2023-06-21,28.9,19.0,4.2,79,13.9,Almora
2023-06-22,28.3,19.0,3.7,82,12.6,Almora
2023-06-23,27.1,19.8,6.5,85,10.3,Almora
2023-06-24,28.7,19.6,1.6,84,13.9,Almora
2023-06-25,25.4,19.7,21.4,90,7.2,Almora
2023-06-26,24.4,17.8,8.8,85,9.2,Almora
2023-06-27,26.3,17.9,1.9,84,9.6,Almora
2023-06-28,25.1,18.9,5.2,85,13.6,Almora
2023-06-29,25.8,18.6,21.5,89,11.8,Almora
2023-06-30,26.4,18.5,10.3,88,8.5,Almora
2024-04-01,24.6,11.5,0.0,53,18.0,Almora
2024-04-02,25.9,10.1,0.0,47,20.2,Almora
2024-04-03,25.7,12.2,0.0,35,18.4,Almora
2024-04-04,25.4,12.6,0.0,44,13.7,Almora
2024-04-05,24.9,11.9,0.0,39,21.8,Almora
2024-04-06,25.4,11.0,0.0,35,14.5,Almora
2024-04-07,25.6,10.1,0.0,35,16.5,Almora
2024-04-08,25.3,9.9,0.0,31,14.8,Almora
2024-04-09,25.1,10.3,0.0,30,10.5,Almora
2024-04-10,26.1,11.2,0.7,37,17.6,Almora
2024-04-11,25.7,11.5,0.1,42,10.7,Almora
2024-04-12,26.0,10.3,0.0,40,14.2,Almora
2024-04-13,26.8,13.5,0.0,33,13.7,Almora
2024-04-14,25.1,12.5,1.8,52,7.5,Almora
2024-04-15,26.0,14.9,0.2,53,12.9,Almora
2024-04-16,26.2,13.6,0.0,51,17.9,Almora
2024-04-17,27.9,13.1,0.0,45,20.0,Almora
2024-04-18,28.0,13.9,0.0,40,23.4,Almora
2024-04-19,28.1,14.7,0.0,39,24.3,Almora
2024-04-20,28.4,13.5,0.0,34,14.6,Almora
2024-04-21,28.6,13.3,0.0,35,17.3,Almora
2024-04-22,26.2,14.6,0.0,35,14.5,Almora
2024-04-23,26.1,13.2,0.0,35,16.9,Almora
2024-04-24,26.8,12.7,0.0,34,18.6,Almora
2024-04-25,27.9,12.6,0.0,31,17.5,Almora
2024-04-26,30.2,15.2,0.0,29,24.9,Almora
2024-04-27,26.0,14.0,2.2,48,12.1,Almora
2024-04-28,26.7,12.0,0.0,43,18.2,Almora
2024-04-29,28.3,13.5,0.0,34,18.0,Almora
2024-04-30,28.2,13.3,0.0,39,18.1,Almora
2024-05-01,25.1,11.2,0.0,32,20.1,Almora
2024-05-02,27.4,11.1,0.0,29,18.4,Almora
2024-05-03,30.8,13.5,0.0,34,18.4,Almora
2024-05-04,29.9,16.9,0.1,33,22.3,Almora
2024-05-05,30.2,14.4,0.0,31,18.5,Almora
2024-05-06,29.8,15.2,0.0,33,13.7,Almora
2024-05-07,27.8,15.7,1.2,45,19.8,Almora
2024-05-08,25.0,14.5,3.2,65,15.1,Almora
2024-05-09,26.4,14.7,2.0,73,15.8,Almora
2024-05-10,26.0,14.1,1.0,69,15.6,Almora
2024-05-11,25.7,15.1,2.3,73,18.7,Almora
2024-05-12,25.3,13.5,1.0,77,20.6,Almora
2024-05-13,26.6,14.1,0.0,61,22.0,Almora
2024-05-14,28.7,14.0,0.0,46,17.5,Almora
2024-05-15,30.3,15.0,0.0,33,11.4,Almora
2024-05-16,30.1,15.8,0.0,38,16.8,Almora
2024-05-17,32.0,16.3,0.0,34,16.3,Almora
2024-05-18,32.9,17.4,0.0,35,19.2,Almora
2024-05-19,31.8,18.3,0.0,38,21.9,Almora
2024-05-20,29.6,17.1,0.0,48,20.9,Almora
2024-05-21,29.9,16.2,0.0,61,19.7,Almora
2024-05-22,27.4,16.2,2.6,73,17.3,Almora
2024-05-23,27.3,16.5,1.4,74,15.4,Almora
2024-05-24,27.2,16.4,1.1,77,11.9,Almora
2024-05-25,27.8,17.5,2.9,76,14.8,Almora
2024-05-26,29.7,17.1,0.3,70,13.8,Almora
2024-05-27,30.5,18.1,0.0,59,18.1,Almora
2024-05-28,32.7,17.4,0.0,40,20.3,Almora
2024-05-29,33.3,17.3,0.0,38,22.0,Almora
2024-05-30,32.8,18.4,0.0,38,19.7,Almora
2024-05-31,33.4,17.7,0.0,29,22.9,Almora
2024-06-01,33.1,17.5,0.0,34,24.3,Almora
2024-06-02,29.1,20.5,0.7,43,15.2,Almora
2024-06-03,30.7,17.4,0.0,48,20.2,Almora
2024-06-04,30.0,17.1,0.2,50,19.1,Almora
2024-06-05,31.1,17.1,0.0,48,25.2,Almora
2024-06-06,29.8,18.2,0.0,42,20.7,Almora
2024-06-07,31.1,17.3,0.0,44,21.3,Almora
2024-06-08,32.9,17.9,0.0,39,20.7,Almora
2024-06-09,32.7,18.6,0.0,39,19.5,Almora
2024-06-10,33.9,17.9,0.0,31,22.0,Almora
2024-06-11,33.0,21.2,0.0,25,21.4,Almora
2024-06-12,34.3,18.4,0.0,26,22.1,Almora
2024-06-13,34.7,19.7,0.0,27,21.3,Almora
2024-06-14,34.1,19.7,0.0,27,19.5,Almora
2024-06-15,33.7,19.8,0.0,30,19.4,Almora
2024-06-16,34.3,20.4,0.0,35,21.3,Almora
2024-06-17,34.2,21.3,0.0,33,22.9,Almora
2024-06-18,33.4,20.9,0.1,34,26.7,Almora
2024-06-19,33.2,22.0,0.4,40,23.4,Almora
2024-06-20,28.7,20.0,2.2,57,14.8,Almora
2024-06-21,30.6,19.1,0.0,63,19.9,Almora
2024-06-22,29.3,18.8,7.8,69,14.6,Almora
2024-06-23,29.9,19.7,2.6,71,14.3,Almora
2024-06-24,28.3,19.9,7.2,77,13.7,Almora
2024-06-25,29.2,19.4,4.3,77,9.4,Almora
2024-06-26,29.7,19.6,6.8,79,9.1,Almora
2024-06-27,23.4,19.6,8.3,88,10.1,Almora
2024-06-28,26.8,19.1,3.9,83,8.7,Almora
2024-06-29,27.6,18.9,7.9,86,10.9,Almora
2024-06-30,27.7,20.0,3.9,84,12.1,Almora
2020-04-01,16.1,6.4,0.2,61,8.6,Nainital
2020-04-02,15.6,5.7,1.1,52,12.5,Nainital
2020-04-03,15.5,4.3,0.0,56,9.0,Nainital
2020-04-04,16.4,7.1,0.0,50,11.2,Nainital
2020-04-05,16.5,7.6,0.0,47,10.3,Nainital
2020-04-06,18.2,6.5,0.2,49,13.6,Nainital
2020-04-07,18.9,6.2,0.0,45,12.1,Nainital
2020-04-08,17.4,8.0,3.1,46,15.7,Nainital
2020-04-09,16.9,6.6,0.0,52,8.8,Nainital
2020-04-10,18.2,9.8,1.9,51,9.6,Nainital
2020-04-11,19.1,10.2,0.0,46,12.3,Nainital
2020-04-12,19.9,8.3,0.0,49,8.9,Nainital
2020-04-13,20.3,11.6,0.0,52,9.6,Nainital
2020-04-14,18.9,10.7,0.7,61,7.9,Nainital
2020-04-15,18.5,10.6,2.2,63,9.9,Nainital
2020-04-16,19.0,10.2,1.5,59,11.6,Nainital
2020-04-17,16.8,10.6,1.2,54,10.4,Nainital
2020-04-18,17.8,6.1,4.1,62,11.3,Nainital
2020-04-19,16.0,9.9,0.7,55,9.0,Nainital
2020-04-20,16.9,7.6,2.1,60,10.0,Nainital
2020-04-21,14.5,5.5,9.1,77,10.5,Nainital
2020-04-22,13.9,7.9,7.1,74,9.2,Nainital
2020-04-23,15.2,8.8,3.0,71,9.4,Nainital
2020-04-24,15.8,9.3,1.7,72,8.4,Nainital
2020-04-25,15.8,9.3,5.8,74,7.0,Nainital
2020-04-26,14.0,8.4,11.6,84,6.8,Nainital
2020-04-27,14.1,7.3,15.3,88,10.3,Nainital
2020-04-28,15.0,7.6,6.6,83,6.4,Nainital
2020-04-29,14.4,8.1,3.6,90,7.7,Nainital
2020-04-30,16.1,8.4,5.9,89,8.2,Nainital
2020-05-01,16.4,10.0,4.5,90,7.2,Nainital
2020-05-02,16.9,10.0,5.3,90,7.7,Nainital
2020-05-03,16.6,9.3,7.0,90,7.7,Nainital
2020-05-04,16.1,9.2,11.2,87,6.2,Nainital
2020-05-05,15.9,8.6,6.0,81,6.7,Nainital
2020-05-06,14.9,6.8,4.0,87,8.7,Nainital
2020-05-07,16.1,6.9,5.3,74,12.2,Nainital
2020-05-08,18.0,8.1,0.0,71,10.0,Nainital
2020-05-09,18.4,10.3,0.2,71,8.4,Nainital
2020-05-10,17.1,8.7,5.1,76,11.2,Nainital
2020-05-11,16.4,8.6,4.2,76,7.2,Nainital
2020-05-12,17.3,7.9,5.9,83,9.1,Nainital
2020-05-13,19.2,11.2,0.9,74,7.7,Nainital
2020-05-14,19.0,9.4,3.3,78,7.8,Nainital
2020-05-15,20.9,14.0,0.3,51,13.0,Nainital
2020-05-16,21.0,14.3,0.0,50,9.1,Nainital
2020-05-17,22.1,12.3,0.0,43,11.8,Nainital
2020-05-18,22.1,12.4,0.0,38,12.3,Nainital
2020-05-19,21.6,12.3,0.0,34,11.2,Nainital
2020-05-20,21.7,13.1,0.0,36,9.4,Nainital
2020-05-21,21.3,12.3,0.0,52,9.4,Nainital
2020-05-22,21.9,11.9,0.1,59,11.7,Nainital
2020-05-23,22.4,13.9,0.2,60,13.0,Nainital
2020-05-24,23.9,16.3,0.0,35,12.6,Nainital
2020-05-25,23.9,15.4,0.0,36,10.5,Nainital
2020-05-26,25.2,16.7,0.0,35,13.0,Nainital
2020-05-27,24.8,14.6,0.0,43,11.3,Nainital
2020-05-28,22.3,12.1,7.3,68,7.6,Nainital
2020-05-29,17.4,11.3,6.7,84,8.6,Nainital
2020-05-30,16.5,11.0,12.3,87,8.7,Nainital
2020-05-31,15.4,10.5,10.4,83,6.2,Nainital
2020-06-01,15.9,10.1,17.1,91,8.2,Nainital
2020-06-02,18.8,12.2,0.2,70,9.2,Nainital
2020-06-03,18.5,11.2,2.2,70,6.1,Nainital
2020-06-04,17.4,10.5,1.0,83,7.0,Nainital
2020-06-05,16.2,10.5,11.0,81,5.8,Nainital
2020-06-06,17.2,9.3,2.7,86,8.4,Nainital
2020-06-07,18.7,11.2,2.6,83,8.1,Nainital
2020-06-08,19.3,12.6,1.9,79,5.9,Nainital
2020-06-09,20.5,13.4,1.8,84,9.2,Nainital
2020-06-10,19.7,14.1,4.3,87,8.0,Nainital
2020-06-11,19.4,14.2,7.1,92,7.6,Nainital
2020-06-12,20.1,13.3,2.6,87,6.0,Nainital
2020-06-13,20.0,13.5,5.2,90,7.0,Nainital
2020-06-14,19.4,13.6,7.5,91,7.3,Nainital
2020-06-15,20.3,13.8,2.3,94,7.4,Nainital
2020-06-16,20.9,12.9,0.6,89,8.5,Nainital
2020-06-17,19.0,14.6,16.5,92,6.1,Nainital
2020-06-18,19.9,15.2,5.2,92,7.6,Nainital
2020-06-19,19.7,14.8,5.6,92,7.6,Nainital
2020-06-20,19.8,14.6,5.4,93,7.1,Nainital
2020-06-21,18.4,13.6,5.5,91,7.4,Nainital
2020-06-22,19.2,12.7,2.7,90,8.4,Nainital
2020-06-23,19.0,13.8,24.4,91,6.0,Nainital
2020-06-24,19.0,13.5,12.7,93,4.1,Nainital
2020-06-25,20.0,14.2,16.8,94,9.5,Nainital
2020-06-26,20.1,14.2,1.9,88,9.0,Nainital
